key;brand;model;4G_bands;EDGE;announced;dimentions;weight_g;SIM;display_resolution;display_size;OS;CPU;GPU;memory_card;internal_memory;RAM;primary_camera;secondary_camera;loud_speaker;audio_jack;bluetooth;GPS;NFC;radio;USB;sensors;battery;colors;approx_price_EUR;img_url
Acer Liquid E3 Duo Plus;Acer;Liquid E3 Duo Plus;;Yes;2014  Q3;138 x 69 x 8.9 mm (5.43 x 2.72 x 0.35 in);;Dual SIM;4.7 inches (~64.0% screen-to-body ratio);720 x 1280 pixels (~312 ppi pixel density);Android 4.2.2 (Jelly Bean);Quad-core 1.2 GHz Cortex-A7;PowerVR SGX544;microSD  up to 32 GB (dedicated slot);16 GB;2 GB RAM;13 MP| autofocus| LED flash;2 MP| LED flash;Yes;Yes;4.0| A2DP;Yes with A-GPS GLONASS;;To be confirmed;microUSB 2.0;Accelerometer| proximity;Non-removable Li-Ion battery;Black;240;http://cdn2.gsmarena.com/vv/bigpic/acer-liquid-e3-plus.jpg
Acer Liquid E3;Acer;Liquid E3;;Yes;2014  February;136 x 68 x 9 mm (5.35 x 2.68 x 0.35 in);134;Single SIM (Micro-SIM) or Dual SIM (Micro-SIM| dual stand-by);4.7 inches (~65.8% screen-to-body ratio);720 x 1280 pixels (~312 ppi pixel density);Android 4.2.2 (Jelly Bean);Quad-core 1.2 GHz Cortex-A7;PowerVR SGX544;microSD  up to 32 GB (dedicated slot);4 GB;1 GB RAM;13 MP| autofocus| LED flash;2 MP| LED flash;Yes;Yes;Yes;Yes with A-GPS GLONASS;;To be confirmed;microUSB 2.0;Accelerometer| proximity;Non-removable Li-Ion battery;Black/White;200;http://cdn2.gsmarena.com/vv/bigpic/acer-liquid-e3-new.jpg
Acer Liquid Z4;Acer;Liquid Z4;;Yes;2014  February;124 x 64 x 9.7 mm (4.88 x 2.52 x 0.38 in);122;Single SIM (Micro-SIM) or Dual SIM (Micro-SIM| dual stand-by);4.0 inches (~57.4% screen-to-body ratio);480 x 800 pixels (~233 ppi pixel density);Android 4.2.2 (Jelly Bean);Dual-core 1.3 GHz Cortex-A7;Mali-400;microSD (dedicated slot);4 GB;512 MB RAM;5 MP| autofocus| LED flash;1.3 MP;Yes;Yes;4.0| A2DP;No;;No;microUSB 2.0;Accelerometer| proximity;Removable Li-Ion 1630 mAh battery;Black/White;100;http://cdn2.gsmarena.com/vv/bigpic/acer-liquid-z4.jpg
Acer Iconia B1-721;Acer;Iconia B1-721;;Yes;2014  January;199 x 122.3 x 11.4 mm (7.83 x 4.81 x 0.45 in);323;Yes;7.0 inches (~56.7% screen-to-body ratio);600 x 1024 pixels (~170 ppi pixel density);Android 4.2 (Jelly Bean);Dual-core 1.3 GHz Cortex-A7;Mali-400;microSD  up to 32 GB (dedicated slot);16 GB;1 GB RAM;VGA;No;Yes;Yes;Yes;Yes;;No;microUSB 2.0;Accelerometer;Non-removable Li-Po 2955 mAh battery;Black/Red;130;http://cdn2.gsmarena.com/vv/bigpic/acer-iconia-b1-721.jpg
Acer Iconia B1-720;Acer;Iconia B1-720;;No;2014  January;198.1 x 121.9 x 10.2 mm (7.80 x 4.80 x 0.40 in);315;No;7.0 inches (~57.1% screen-to-body ratio);600 x 1024 pixels (~170 ppi pixel density);Android 4.2 (Jelly Bean);Dual-core 1.3 GHz;PowerVR SGX531;microSD  up to 32 GB (dedicated slot);8/16 GB;1 GB RAM;VGA;No;Yes;Yes;4.0| A2DP;Yes;;No;microUSB 2.0;Accelerometer;Non-removable Li-Po 2955 mAh battery;Various;100;http://cdn2.gsmarena.com/vv/bigpic/acer-iconia-tab-b1-720.jpg
Acer Iconia A1-830;Acer;Iconia A1-830;;No;2014  January;203 x 138.4 x 8.2 mm (7.99 x 5.45 x 0.32 in);380;No;7.9 inches (~68.8% screen-to-body ratio);768 x 1024 pixels (~162 ppi pixel density);Android 4.2 (Jelly Bean);Dual-core 1.6 GHz;PowerVR SGX544MP2;microSD  up to 32 GB (dedicated slot);16 GB;1 GB RAM;5 MP| autofocus;2 MP;Yes;Yes;3.0;Yes;;No;microUSB 2.0;Accelerometer;Non-removable Li-Ion 4000 mAh battery;White;130;http://cdn2.gsmarena.com/vv/bigpic/Acer-Iconia-A1-830.jpg
Acer Liquid Z5;Acer;Liquid Z5;;Yes;2014  January;145.5 x 73.5 x 8.8 mm (5.73 x 2.89 x 0.35 in);150;Dual SIM;5.0 inches (~64.4% screen-to-body ratio);480 x 854 pixels (~196 ppi pixel density);Android 4.2 (Jelly Bean);Dual-core 1.3 GHz Cortex-A7;Mali-400;microSD  up to 32 GB (dedicated slot);4 GB;512 MB RAM;5 MP| LED flash;VGA;Yes;Yes;3.0| A2DP| EDR;Yes with A-GPS;;FM radio;microUSB 2.0;Accelerometer| proximity;Non-removable Li-Ion 2000 mAh battery;Essential White| Gentle Grey;170;http://cdn2.gsmarena.com/vv/bigpic/acer-liquid-z5.jpg
Acer Liquid S2;Acer;Liquid S2;LTE band 3(1800)| 7(2600)| 20(800);Yes;2013  August;166 x 86.2 x 9 mm (6.54 x 3.39 x 0.35 in);229;Nano-SIM;6.0 inches (~69.0% screen-to-body ratio);1080 x 1920 pixels (~368 ppi pixel density);Android 4.2.2 (Jelly Bean);Quad-core 2.2 GHz Krait 400;Adreno 330;microSD  up to 64 GB (dedicated slot);16 GB;2 GB RAM;13 MP| autofocus| quad-LED (ring) flash;2 MP| 1080p@30fps;Yes with stereo speakers;Yes;4.0| A2DP;Yes with A-GPS GLONASS;Yes;Stereo FM radio| RDS;microUSB 2.0;Accelerometer| gyro| proximity| compass;Non-removable Li-Po 3300 mAh battery;Black| Red;340;http://cdn2.gsmarena.com/vv/bigpic/acer-liquid-s2.jpg
Acer Liquid Z3;Acer;Liquid Z3;;Yes;2013  August;109 x 60 x 10.4 mm (4.29 x 2.36 x 0.41 in);120;Single SIM (Micro-SIM) or Dual SIM (Micro-SIM| dual stand-by);3.5 inches (~55.8% screen-to-body ratio);320 x 480 pixels (~165 ppi pixel density);Android 4.2 (Jelly Bean);Dual-core 1.0 GHz Cortex-A7;Mali-400;microSD  up to 32 GB (dedicated slot);4 GB;512 MB RAM;3.15 MP;No;Yes;Yes;3.0| A2DP| EDR;Yes with A-GPS;;Stereo FM radio;microUSB 2.0;Accelerometer| proximity;Removable Li-Ion 1500 mAh battery;Rock Black| Classic White;100;http://cdn2.gsmarena.com/vv/bigpic/acer-liquid-z3.jpg
Acer Liquid S1;Acer;Liquid S1;;Yes;2013  June;163 x 83 x 9.6 mm (6.42 x 3.27 x 0.38 in);195;Single SIM (Micro-SIM) or Dual SIM (Micro-SIM| dual stand-by);5.7 inches (~66.2% screen-to-body ratio);720 x 1280 pixels (~258 ppi pixel density);Android 4.2 (Jelly Bean);Quad-core 1.5 GHz Cortex-A7;PowerVR SGX544;microSD  up to 32 GB (dedicated slot);8 GB;1 GB RAM;8 MP| autofocus| LED flash;2 MP;Yes with stereo speakers;Yes;4.0| A2DP| LE;Yes with A-GPS;;FM radio;microUSB 2.0;Accelerometer| gyro| proximity| compass;Removable Li-Po 2400 mAh battery;White| Black;320;http://cdn2.gsmarena.com/vv/bigpic/acer-liquid-s1.jpg
Acer Iconia Tab A3;Acer;Iconia Tab A3;;Up to 236.8 kbps;2013  September;260 x 175 x 10.2 mm (10.24 x 6.89 x 0.40 in);560;Micro-SIM;10.1 inches (~65.0% screen-to-body ratio);800 x 1280 pixels (~149 ppi pixel density);Android 4.2.2 (Jelly Bean);Quad-core 1.2 GHz Cortex-A7;PowerVR SGX544;microSD  up to 32 GB (dedicated slot);16/32 GB;1 GB RAM;5 MP;VGA;Yes with stereo speakers;Yes;4.0| A2DP;Yes with A-GPS;;No;microUSB 2.0| USB Host;Accelerometer| gyro;Non-removable Li-Po 7300 mAh battery (27 Wh);Black/Silver| White;190;http://cdn2.gsmarena.com/vv/bigpic/acer-iconia-a3-a10.jpg
Acer Iconia Tab A1-811;Acer;Iconia Tab A1-811;;Yes;2013  Q2;208.7 x 145.7 x 11.1 mm (8.22 x 5.74 x 0.44 in);430;Yes;7.9 inches (~63.6% screen-to-body ratio);768 x 1024 pixels (~162 ppi pixel density);Android 4.2 (Jelly Bean);Quad-core 1.2 GHz Cortex-A7;PowerVR SGX544;microSD  up to 32 GB (dedicated slot);8 GB;1 GB RAM;5 MP| autofocus;VGA;Yes;Yes;4.0| A2DP;Yes with A-GPS;;No;microUSB 2.0;Accelerometer| gyro;Non-removable Li-Ion 4960 mAh battery (18.6 Wh);White;150;http://cdn2.gsmarena.com/vv/bigpic/acer-iconia-b1-810.jpg
Acer Iconia Tab A1-810;Acer;Iconia Tab A1-810;;No;2013  April;208.7 x 145.7 x 11.1 mm (8.22 x 5.74 x 0.44 in);410;No;7.9 inches (~63.6% screen-to-body ratio);768 x 1024 pixels (~162 ppi pixel density);Android 4.2.2 (Jelly Bean)| upgradable to 4.4.2 (KitKat);Quad-core 1.2 GHz;PowerVR SGX544;microSD  up to 32 GB (dedicated slot);8/16 GB;1 GB RAM;5 MP| autofocus;VGA;Yes;Yes;4.0| A2DP;Yes;;No;microUSB 2.0;Accelerometer| gyro;Non-removable Li-Ion 4960 mAh battery (18.6 Wh);Black;120;http://cdn2.gsmarena.com/vv/bigpic/acer-iconia-b1-810.jpg
Acer Liquid E2;Acer;Liquid E2;;Yes;2013  April;131 x 68 x 9.9 mm (5.16 x 2.68 x 0.39 in);140;Single SIM (Micro-SIM) or Dual SIM (Micro-SIM| dual stand-by);4.5 inches (~62.7% screen-to-body ratio);540 x 960 pixels (~245 ppi pixel density);Android 4.2.1 (Jelly Bean);Quad-core 1.2 GHz Cortex-A7;PowerVR SGX544;microSD  up to 32 GB (dedicated slot);4 GB;1 GB RAM;8 MP| autofocus| LED flash;2 MP;Yes with stereo speakers;Yes;3.0| A2DP| EDR;Yes with A-GPS;;FM radio;microUSB 2.0;Accelerometer| gyro| proximity| compass;Removable Li-Ion 2000 mAh battery;Black| White;180;http://cdn2.gsmarena.com/vv/bigpic/Acer-Liquid-E2.jpg
Acer Liquid Z2;Acer;Liquid Z2;;Yes;2013  February;110 x 62.5 x 12.3 mm (4.33 x 2.46 x 0.48 in);110;Single SIM (Mini-SIM) or Dual SIM (Mini-SIM| dual stand-by);3.5 inches (~53.1% screen-to-body ratio);320 x 480 pixels (~165 ppi pixel density);Android 4.1.1 (Jelly Bean);1.0 GHz Cortex-A5;Adreno 200;microSD  up to 32 GB (dedicated slot);4 GB;512 MB RAM;3 MP or 5 MP;No;Yes;Yes;3.0| A2DP;Yes with A-GPS;;FM radio| RDS;microUSB 2.0;Accelerometer| proximity;Removable Li-Ion 1300 mAh battery;Black| Black/White;100;http://cdn2.gsmarena.com/vv/bigpic/acer-liquid-z2.jpg
Acer Liquid C1;Acer;Liquid C1;;Yes;2013  January;127.3 x 65.5 x 10 mm (5.01 x 2.58 x 0.39 in);140;Mini-SIM;4.3 inches (~61.1% screen-to-body ratio);540 x 960 pixels (~256 ppi pixel density);Android 4.0 (Ice Cream Sandwich);1.2 GHz;PowerVR SGX540;microSD  up to 32 GB (dedicated slot);4 GB;1 GB RAM;8 MP| autofocus| LED flash;VGA;Yes;Yes;2.1| A2DP| EDR;Yes with A-GPS;;FM radio;microUSB 2.0;Accelerometer| proximity;Removable Li-Ion 2000 mAh battery;Black| White;180;http://cdn2.gsmarena.com/vv/bigpic/acer-liquid-c1.jpg
Acer Liquid E1;Acer;Liquid E1;;Yes;2013  January;132 x 68.5 x 9.9 mm (5.20 x 2.70 x 0.39 in);130;Single SIM (Mini-SIM) or Dual SIM (Mini-SIM| dual stand-by);4.5 inches (~61.7% screen-to-body ratio);540 x 960 pixels (~245 ppi pixel density);Android 4.1.1 (Jelly Bean);Dual-core 1.0 GHz Cortex-A9;SGX531u;microSD  up to 32 GB (dedicated slot);4 GB;1 GB RAM;5 MP| autofocus| LED flash;VGA;Yes with stereo speakers;Yes;3.0| A2DP| EDR;Yes with A-GPS;Yes (single sim model only);FM radio;microUSB 2.0;Accelerometer| gyro| proximity| compass;Removable Li-Ion 1760 mAh battery;Black| White;170;http://cdn2.gsmarena.com/vv/bigpic/acer-liquid-e1.jpg
Acer Iconia Tab B1-710;Acer;Iconia Tab B1-710;;No;2013  November;198.1 x 129.5 x 12.7 mm (7.80 x 5.10 x 0.5 in);3399;No;7.0 inches (~53.8% screen-to-body ratio);600 x 1024 pixels (~170 ppi pixel density);Android OS;Dual-core 1.2 GHz Cortex-A9;PowerVR SGX531u;microSD  up to 32 GB (dedicated slot);8 GB;1 GB RAM;Yes;No;Yes;Yes;4.0| A2DP;Yes;;No;microUSB 2.0;Accelerometer;Non-removable Li-Ion 2640 mAh battery;White;110;http://cdn2.gsmarena.com/vv/bigpic/acer-b1-710.jpg
Acer Iconia Tab B1-A71;Acer;Iconia Tab B1-A71;;No;2013  January;197.4 x 128.5 x 11.3 mm (7.77 x 5.06 x 0.44 in);320;No;7.0 inches (~54.4% screen-to-body ratio);600 x 1024 pixels (~170 ppi pixel density);Android 4.1 (Jelly Bean);Dual-core 1.2 GHz Cortex-A9;SGX531u;microSD  up to 32 GB (dedicated slot);8/16 GB;512 MB RAM;VGA;No;Yes;Yes;4.0| A2DP;Yes;;No;microUSB 2.0;Accelerometer;Non-removable Li-Po 2710 mAh battery (10 Wh);Black;100;http://cdn2.gsmarena.com/vv/bigpic/acer-iconia-b1-a71-new.jpg
Acer Iconia Tab A110;Acer;Iconia Tab A110;;No;2012  October;193 x 126.5 x 11.4 mm (7.60 x 4.98 x 0.45 in);390;No;7.0 inches (~56.5% screen-to-body ratio);600 x 1024 pixels (~170 ppi pixel density);Android 4.1 (Jelly Bean);Quad-core 1.2 GHz;ULP GeForce;microSD  up to 32 GB (dedicated slot);8 GB;1 GB RAM;2 MP;No;Yes;Yes;3.0| A2DP;Yes with A-GPS (3G model) GLONASS;;No;microUSB 2.0;Accelerometer| gyro| compass;Non-removable Li-Po 3420 mAh battery (12.7 Wh);Black/Silver;150;http://cdn2.gsmarena.com/vv/bigpic/acer-iconia-tab-a210.jpg
Acer Liquid Z110;Acer;Liquid Z110;;Yes;2012  October;110 x 61.5 x 12.3 mm (4.33 x 2.42 x 0.48 in);100;Dual SIM (Mini-SIM| dual stand-by);3.5 inches (~53.9% screen-to-body ratio);320 x 480 pixels (~165 ppi pixel density);Android 2.3 (Gingerbread);1.0 GHz Cortex-A9;PowerVR SGX531;microSD  up to 32 GB (dedicated slot);4 GB;512 MB RAM;3.15 MP;No;Yes;Yes;3.0| A2DP;Yes with A-GPS;;FM radio;microUSB 2.0;Accelerometer| proximity;Removable Li-Po 1300 mAh battery;Black| White;100;http://cdn2.gsmarena.com/vv/bigpic/acer-liquid-z.jpg
Acer Liquid Gallant E350;Acer;Liquid Gallant E350;;Yes;2012  August;129 x 65.9 x 9.9 mm (5.08 x 2.59 x 0.39 in);145;Mini-SIM;4.3 inches (~60.0% screen-to-body ratio);540 x 960 pixels (~256 ppi pixel density);Android 4.0.3 (Ice Cream Sandwich);1.0 GHz Cortex-A9;PowerVR SGX531;microSD  up to 32 GB (dedicated slot);4 GB;1 GB RAM;5 MP| autofocus| LED flash;No;Yes;Yes;3.0| A2DP| EDR;Yes with A-GPS;;FM radio;microUSB 2.0;Accelerometer| proximity;Removable Li-Ion 1500 mAh battery;Gentle Black| Ceramic White;160;http://cdn2.gsmarena.com/vv/bigpic/acer-liquid-gallant-e350.jpg
Acer Liquid Gallant Duo;Acer;Liquid Gallant Duo;;Yes;2012  July;129 x 65.9 x 9.9 mm (5.08 x 2.59 x 0.39 in);145;Dual SIM (Mini-SIM);4.3 inches (~60.0% screen-to-body ratio);540 x 960 pixels (~256 ppi pixel density);Android 4.0.3 (Ice Cream Sandwich);1.0 GHz Cortex-A9;PowerVR SGX531;microSD  up to 32 GB (dedicated slot);4 GB;1 GB RAM;5 MP| autofocus| LED flash;No;Yes;Yes;3.0| A2DP| EDR;Yes with A-GPS;;FM radio;microUSB 2.0;Accelerometer| proximity;Removable Li-Ion 1500 mAh battery;Gentle Black| Ceramic White;140;http://cdn2.gsmarena.com/vv/bigpic/acer-liquid-gallant-duo-new.jpg
Acer Liquid Glow E330;Acer;Liquid Glow E330;;Yes;2012  February;117 x 58.5 x 11.5 mm (4.61 x 2.30 x 0.45 in);125;Mini-SIM;3.7 inches (~56.9% screen-to-body ratio);480 x 800 pixels (~252 ppi pixel density);Android 4.0 (Ice Cream Sandwich);1.0 GHz Cortex-A5;Adreno 200;microSD  up to 32 GB (dedicated slot);1 GB;512 MB RAM;5 MP| autofocus| LED flash;No;Yes;Yes;3.0| A2DP| EDR;Yes with A-GPS;Yes;FM radio;microUSB 2.0;Accelerometer| proximity| compass;Removable Li-Ion 1300 mAh battery;Black| White| Pink;120;http://cdn2.gsmarena.com/vv/bigpic/acer-liquid-glow.jpg
Acer CloudMobile S500;Acer;CloudMobile S500;;Yes;2012  February;127 x 65.8 x 9.9 mm (5.0 x 2.59 x 0.39 in);;Micro-SIM;4.3 inches (~61.0% screen-to-body ratio);720 x 1280 pixels (~342 ppi pixel density);Android 4.0 (Ice Cream Sandwich);Dual-core 1.5 GHz Krait;Adreno 225;microSD  up to 32 GB (dedicated slot);8 GB;1 GB RAM;8 MP| autofocus| LED flash| ;HD;Yes;Yes;4.0| A2DP;Yes with A-GPS;Yes;FM radio;microUSB 2.0;Accelerometer| proximity| compass;Removable Li-Ion 1460 mAh battery;Black;220;http://cdn2.gsmarena.com/vv/bigpic/Acer-CloudMobile.jpg
Acer Iconia Tab A210;Acer;Iconia Tab A210;;No;2012  Q3;259.1 x 175.3 x 12.2 mm (10.20 x 6.90 x 0.48 in);685;No;10.1 inches (~65.1% screen-to-body ratio);800 x 1280 pixels (~149 ppi pixel density);Android 4.0 (Ice Cream Sandwich)| upgradable to 4.1 (Jelly Bean);Quad-core 1.2 GHz;ULP GeForce;microSD  up to 32 GB (dedicated slot);8/16 GB;1 GB RAM;2 MP;No;Yes with stereo speakers;Yes;2.1| EDR;Yes with GLONASS;;No;microUSB 2.0| USB 2.0| USB Host;Accelerometer| gyro;Non-removable Li-Po 3260 mAh battery;Titanium Gray;260;http://cdn2.gsmarena.com/vv/bigpic/acer-iconia-tab-a200.jpg
Acer Iconia Tab A200;Acer;Iconia Tab A200;;No;2012  January;260 x 175 x 12.4 mm (10.24 x 6.89 x 0.49 in);700;No;10.1 inches (~65.0% screen-to-body ratio);800 x 1280 pixels (~149 ppi pixel density);Android 3.2 (Honeycomb)| upgradable to 4.0 (Ice Cream Sandwich);Dual-core 1.0 GHz Cortex-A9;ULP GeForce;microSD  up to 32 GB (dedicated slot);8/16 GB;1 GB RAM;2 MP;No;Yes;Yes;2.1| A2DP| EDR;Yes;;No;microUSB 2.0| USB 2.0| USB Host;Accelerometer| gyro;Non-removable Li-Po 3260 mAh battery;Black;200;http://cdn2.gsmarena.com/vv/bigpic/acer-iconia-tab-a200.jpg
Acer Iconia Tab A701;Acer;Iconia Tab A701;;Class 10;2012  January;259.8 x 175 x 10.9 mm (10.23 x 6.89 x 0.43 in);667;Mini-SIM;10.1 inches (~65.1% screen-to-body ratio);1920 x 1200 pixels (~224 ppi pixel density);Android 4.0 (Ice Cream Sandwich);Quad-core 1.3 GHz Cortex-A9;ULP GeForce;microSD  up to 32 GB (dedicated slot);16/32/64 GB;1 GB RAM;5 MP| autofocus| LED flash;Yes;Yes with stereo speakers;Yes;2.1| A2DP| EDR;Yes with A-GPS;;No;microUSB 2.0| USB 2.0;Accelerometer| gyro| compass;Non-removable Li-Po 9800 mAh battery (36 Wh);Titanium Gray;380;http://cdn2.gsmarena.com/vv/bigpic/acer-iconia-tab-a700.jpg
Acer Iconia Tab A700;Acer;Iconia Tab A700;;No;2012  January;259 x 175 x 11 mm (10.20 x 6.89 x 0.43 in);665;No;10.1 inches (~65.3% screen-to-body ratio);1920 x 1200 pixels (~224 ppi pixel density);Android 4.0 (Ice Cream Sandwich);Quad-core 1.3 GHz;ULP GeForce;microSD  up to 32 GB (dedicated slot);16/32/64 GB;1 GB RAM;5 MP| autofocus| LED flash;Yes;Yes with stereo speakers;Yes;2.1| EDR;Yes with A-GPS;;No;microUSB 2.0| USB 2.0;Accelerometer| gyro| compass;Non-removable Li-Ion 9800 mAh battery;Titanium Gray| Metallic Red;230;http://cdn2.gsmarena.com/vv/bigpic/acer-iconia-tab-a700.jpg
Acer Iconia Tab A511;Acer;Iconia Tab A511;;Yes;2012  February;260 x 175 x 11 mm (10.24 x 6.89 x 0.43 in);777;Mini-SIM;10.1 inches (~65.0% screen-to-body ratio);1280 x 800 pixels (~149 ppi pixel density);Android 4.0 (Ice Cream Sandwich);Quad-core 1.3 GHz Cortex-A9;ULP GeForce;microSD  up to 32 GB (dedicated slot);16/32 GB;1 GB RAM;5 MP| autofocus;1 MP;Yes with stereo speakers;Yes;2.1| A2DP| EDR;Yes with A-GPS;;No;microUSB 2.0;Accelerometer| gyro| proximity| compass;Non-removable Li-Po 9800 mAh battery (36 Wh);Black| Silver;250;http://cdn2.gsmarena.com/vv/bigpic/acer-iconia-tab-a510.jpg
Acer Iconia Tab A510;Acer;Iconia Tab A510;;No;2012  February;259.1 x 175.3 x 10.2 mm (10.20 x 6.90 x 0.40 in);680;No;10.1 inches (~65.1% screen-to-body ratio);1280 x 800 pixels (~149 ppi pixel density);Android 4.0 (Ice Cream Sandwich);Quad-core 1.3 GHz Cortex-A9;ULP GeForce;microSD  up to 32 GB (dedicated slot);16/32 GB;1 GB RAM;5 MP| autofocus;1 MP;Yes with stereo speakers;Yes;2.1| A2DP| EDR;Yes;;No;microUSB 2.0;Accelerometer| gyro| compass;Non-removable Li-Po 9800 mAh battery (36 Wh);Black| Silver;230;http://cdn2.gsmarena.com/vv/bigpic/acer-iconia-tab-a510-new.jpg
Acer Allegro;Acer;Allegro;;Yes;2011  October;116 x 59 x 13 mm (4.57 x 2.32 x 0.51 in);126;Mini-SIM;3.6 inches (~53.9% screen-to-body ratio);480 x 800 pixels (~259 ppi pixel density);Microsoft Windows Phone 7.5 Mango;1.0 GHz Scorpion;Adreno 205;No;8 GB;;5 MP| autofocus;No;Yes;Yes;2.1| A2DP| EDR;Yes with A-GPS;;No;microUSB 2.0;Accelerometer| proximity| compass;Removable Li-Ion 1300 mAh battery;Black| White;140;http://cdn2.gsmarena.com/vv/bigpic/acer-allego.jpg
Acer Liquid Express E320;Acer;Liquid Express E320;;Yes;2011  September;115 x 60.8 x 13.4 mm (4.53 x 2.39 x 0.53 in);138;Mini-SIM;3.5 inches (~48.3% screen-to-body ratio);320 x 480 pixels (~210 ppi pixel density);Android 2.3 (Gingerbread);800MHz ARM 11;Adreno 200;microSD  up to 32 GB (dedicated slot)  2 GB included;512 MB;512 MB RAM;5 MP| autofocus| LED flash;No;Yes;Yes;2.1| A2DP| EDR;Yes with A-GPS;Region specific;Stereo FM radio| RDS;microUSB 2.0;Accelerometer| proximity;Removable Li-Ion battery;Black;90;http://cdn2.gsmarena.com/vv/bigpic/acer-c6-liquid-express.jpg
Acer Iconia Tab A501;Acer;Iconia Tab A501;;Yes;2011  February. Released 2011  April;260 x 177 x 13.3 mm (10.24 x 6.97 x 0.52 in);777;Mini-SIM;10.1 inches (~64.3% screen-to-body ratio);800 x 1280 pixels (~149 ppi pixel density);Android 3.0 (Honeycomb)| upgradable to 3.2 (Honeycomb);Dual-core 1.0 GHz Cortex-A9;ULP GeForce;microSD  up to 32 GB (dedicated slot);16/32/64 GB;1 GB RAM;5 MP| autofocus| LED flash;2 MP;Yes with stereo speakers;Yes;2.1| A2DP| EDR;Yes with A-GPS;;No;microUSB 2.0| USB 2.0;Accelerometer| gyro| proximity| compass;Non-removable Li-Po 3260 mAh battery (24.1 Wh);Black;490;http://cdn2.gsmarena.com/vv/bigpic/Acer-IconiaTab-A500-Tablet-new.jpg
Acer Iconia Smart;Acer;Iconia Smart;;Yes;2011  February;141.7 x 64.5 x 13.6 mm (5.58 x 2.54 x 0.54 in);185;Mini-SIM;4.8 inches (~62.5% screen-to-body ratio);480 x 1024 pixels (~236 ppi pixel density);Android 2.3 (Gingerbread);1.0 GHz Scorpion;Adreno 205;microSD  up to 32 GB (dedicated slot);8 GB;512 MB RAM;8 MP| autofocus| LED flash;2 MP;Yes;Yes;2.1| A2DP| EDR;Yes with A-GPS;;Stereo FM radio| RDS;microUSB 2.0;Accelerometer| gyro| proximity;Removable Li-Po 1500 mAh battery;Silver;220;http://cdn2.gsmarena.com/vv/bigpic/acer-iconia-smart-new.jpg
Acer Iconia Tab A500;Acer;Iconia Tab A500;;No;2011  February. Released 2011  April;260 x 177 x 13.3 mm (10.24 x 6.97 x 0.52 in);730;No;10.1 inches (~64.3% screen-to-body ratio);800 x 1280 pixels (~149 ppi pixel density);Android 3.0| 3.2| planned upgrade to 4.0 (Ice Cream Sandwich);Dual-core 1.0 GHz Cortex-A9;ULP GeForce;microSD  up to 32 GB (dedicated slot);16/32 GB;1 GB RAM;5 MP| autofocus| LED flash;2 MP;Yes with stereo speakers;Yes;2.1| A2DP| EDR;Yes;;No;microUSB 2.0| USB 2.0;Accelerometer| gyro| proximity;Non-removable Li-Po 3260 mAh battery;Black;200;http://cdn2.gsmarena.com/vv/bigpic/Acer-IconiaTab-A500-Tablet-new.jpg
Acer Iconia Tab A101;Acer;Iconia Tab A101;;Yes;2011  February. Released 2011  May;195 x 117 x 13.1 mm (7.68 x 4.61 x 0.52 in);470;Mini-SIM;7.0 inches (~60.4% screen-to-body ratio);600 x 1024 pixels (~170 ppi pixel density);Android 3.2 (Honeycomb);Dual-core 1.0 GHz Cortex-A9;ULP GeForce;microSD  up to 32 GB (dedicated slot);8/16 GB;1 GB RAM;5 MP| autofocus| LED flash;2 MP;Yes with stereo speakers;Yes;2.1| A2DP| EDR;Yes with A-GPS;;No;microUSB 2.0;Accelerometer| gyro| compass;Non-removable Li-Po 1530 mAh battery;Black/Red| Black/Blue;260;http://cdn2.gsmarena.com/vv/bigpic/acer-iconia-tab-a100.jpg
Acer Iconia Tab A100;Acer;Iconia Tab A100;;No;2011  February;195 x 117 x 13.1 mm (7.68 x 4.61 x 0.52 in);450;No;7.0 inches (~60.4% screen-to-body ratio);600 x 1024 pixels (~170 ppi pixel density);Android 3.0| 3.2| planned upgrade to 4.0 (Ice Cream Sandwich);Dual-core 1.0 GHz Cortex-A9;ULP GeForce;microSD  up to 32 GB (dedicated slot);8/16 GB;1 GB RAM;5 MP| autofocus| LED flash;2 MP;Yes with stereo speakers;Yes;2.1| A2DP| EDR;Yes;;No;microUSB 2.0;Accelerometer| gyro| compass;Non-removable Li-Po 1530 mAh battery;Black/Red| Black/Blue;100;http://cdn2.gsmarena.com/vv/bigpic/acer-iconia-tab-a100.jpg
Acer Liquid mini E310;Acer;Liquid mini E310;;Yes;2011  January;110.4 x 57.5 x 13 mm (4.35 x 2.26 x 0.51 in);108;Mini-SIM;3.2 inches (~48.0% screen-to-body ratio);320 x 480 pixels (~180 ppi pixel density);Android 2.2 (Froyo)| upgradable to 2.3 (Gingerbread);600 MHz ARM 11;Adreno 200;microSD  up to 32 GB (dedicated slot)  2 GB included;512 MB;512 MB RAM;5 MP;No;Yes;Yes;2.1| A2DP| EDR;Yes with A-GPS;;Stereo FM radio| RDS;microUSB 2.0;Accelerometer| proximity| compass;Removable Li-Ion 1300 mAh battery;blue| pink| silver| black| green| lagoon| cherry| pearl| steel;120;http://cdn2.gsmarena.com/vv/bigpic/acer-liquidmini.jpg
